RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,Balance_Group,CreditScore_Group,Value_Score,Risk_Score,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Type
8548,15607690,Hsing,689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0,40-50岁,高余额,一般,0.4792798927349869,0.5043478260869565,8,2,118812.5,1,4,3,8,高价值
8549,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0,40-50岁,无余额,较差,0.21603102010753253,0.5,6,1,0.0,2,2,2,6,中价值
8550,15632850,T'ang,731,France,Male,37,8,0.0,2,1,1,170338.35,0,30-40岁,无余额,良好,0.5135171324441798,0.16086956521739132,2,2,0.0,4,4,2,10,超高价值
8551,15709016,North,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1,40-50岁,中余额,一般,0.6261762151732472,0.5043478260869565,9,1,91219.29,1,2,2,5,中价值
8552,15638068,Thompson,507,Spain,Male,32,7,0.0,2,1,0,67926.18,0,30-40岁,无余额,较差,0.28083427765119257,0.4391304347826087,3,2,0.0,3,4,2,9,高价值
8553,15749345,Simpson,468,France,Female,22,1,76318.64,1,1,1,194783.12,0,<30岁,中余额,很差,0.5790348685146708,0.09565217391304348,9,1,76318.64,1,2,2,5,中价值
8554,15791321,Nwora,682,Spain,Female,58,4,0.0,1,1,0,176036.01,0,50-60岁,无余额,一般,0.5047698261572282,0.5521739130434783,6,1,0.0,2,2,2,6,中价值
8555,15699095,Chandler,603,France,Female,24,3,0.0,1,1,1,198826.03,1,<30岁,无余额,一般,0.511073788621511,0.10434782608695653,7,1,0.0,2,2,2,6,中价值
8556,15638329,Uspensky,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0,<30岁,高余额,较差,0.6149233769299539,0.10869565217391304,9,1,111432.13,1,2,3,6,中价值
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0,40-50岁,超高余额,一般,0.47178248139920875,0.4782608695652174,0,1,150148.51,4,2,4,10,超高价值
8558,15752622,Kerr,729,France,Female,32,7,38550.06,1,0,1,179230.23,0,30-40岁,低余额,良好,0.5876088836379787,0.1391304347826087,3,1,38550.06,3,2,2,7,中价值
8559,15774507,Furneaux,574,France,Female,39,5,119013.86,1,1,0,103421.91,0,30-40岁,高余额,较差,0.547467493112474,0.46956521739130436,5,1,119013.86,2,2,3,7,中价值
8560,15570857,Kambinachi,677,Germany,Female,39,0,111213.64,2,1,1,147578.26,0,30-40岁,高余额,一般,0.6376217712349803,0.16956521739130437,10,2,111213.64,1,4,3,8,高价值
8561,15599386,Black,627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0,<30岁,中余额,一般,0.5304065931913486,0.12173913043478263,5,1,71097.23,2,2,2,6,中价值
8562,15744913,Chizoba,788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0,30-40岁,高余额,良好,0.4771269234449389,0.1565217391304348,0,1,109632.85,4,2,3,9,高价值
8563,15647292,Peng,697,France,Male,63,7,148368.02,1,0,0,118862.08,1,>60岁,高余额,一般,0.6608389224778408,0.5739130434782609,3,1,148368.02,3,2,4,9,高价值
8564,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,143397.14,1,40-50岁,高余额,较差,0.6560141864992229,0.4956521739130435,9,1,148600.91,1,2,4,7,中价值
8565,15584704,Chiazagomekpele,519,France,Male,48,10,71083.98,1,1,0,137959.0,0,40-50岁,中余额,较差,0.5034500074681222,0.508695652173913,0,1,71083.98,4,2,2,8,高价值
8566,15749068,Nickson,632,France,Female,40,9,139625.34,1,1,0,93702.96,1,30-40岁,高余额,一般,0.5862194300724177,0.47391304347826085,1,1,139625.34,4,2,4,10,超高价值
8567,15622985,Lin,679,France,Female,39,4,0.0,1,0,0,172939.3,1,30-40岁,无余额,一般,0.49906576296680516,0.46956521739130436,6,1,0.0,2,2,2,6,中价值
8568,15587676,Alexeieva,699,France,Male,30,9,0.0,1,1,1,108162.13,0,<30岁,无余额,一般,0.40895517792645475,0.13043478260869565,1,1,0.0,4,2,2,8,高价值
8569,15779496,Sykes,615,France,Male,64,0,81564.1,2,0,1,35896.09,0,>60岁,中余额,一般,0.4009404090822933,0.2782608695652174,10,2,81564.1,1,4,2,7,中价值
8570,15733460,Martin,622,Spain,Male,36,9,0.0,2,1,1,104852.6,0,30-40岁,无余额,一般,0.37681422567370887,0.1565217391304348,1,2,0.0,4,4,2,10,超高价值
8571,15711457,Herz,755,France,Female,28,7,124540.28,1,0,1,188850.89,0,<30岁,高余额,良好,0.7483087555065602,0.12173913043478263,3,1,124540.28,3,2,3,8,高价值
8572,15795290,Nikitina,767,France,Female,42,2,133616.39,1,1,0,28615.8,0,40-50岁,高余额,良好,0.5266521723115233,0.4826086956521739,8,1,133616.39,1,2,4,7,中价值
8573,15611223,Ko,752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0,30-40岁,高余额,良好,0.6854790644767259,0.4652173913043478,0,2,101648.5,4,4,3,11,超高价值
8574,15794159,Highett,633,France,Female,26,8,124281.84,1,1,1,60116.57,0,<30岁,高余额,一般,0.5117291672265318,0.11304347826086956,2,1,124281.84,4,2,3,9,高价值
8575,15780677,Jackson,717,France,Female,59,4,0.0,2,1,1,170528.63,0,50-60岁,无余额,良好,0.5088613867057872,0.2565217391304348,6,2,0.0,2,4,2,8,高价值
8576,15690175,Ball,585,Spain,Male,45,0,0.0,2,0,0,189683.7,0,40-50岁,无余额,较差,0.4910068367982401,0.4956521739130435,10,2,0.0,1,4,2,7,中价值
8577,15722599,Nelson,751,France,Female,37,9,183613.66,2,0,0,49734.94,0,30-40岁,超高余额,良好,0.6323943021960767,0.4608695652173913,1,2,183613.66,4,4,4,12,超高价值
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,>60岁,高余额,良好,0.6655372233571445,0.28260869565217395,9,1,136186.44,1,2,4,7,中价值
8579,15707011,Morrison,495,France,Male,47,10,137682.68,1,1,0,71071.47,0,40-50岁,高余额,很差,0.5008208474378216,0.5043478260869565,0,1,137682.68,4,2,4,10,超高价值
8580,15702277,Smith,650,France,Male,34,4,106005.54,1,0,1,142995.32,0,30-40岁,高余额,一般,0.612914558822586,0.14782608695652175,6,1,106005.54,2,2,3,7,中价值
8581,15801915,Rendall,529,France,Female,31,6,152310.55,1,1,0,13054.25,0,30-40岁,超高余额,较差,0.44911256037975356,0.43478260869565216,4,1,152310.55,3,2,4,9,高价值
8582,15580213,McIntyre,585,France,Female,43,2,0.0,2,1,0,89402.54,0,40-50岁,无余额,较差,0.34057944072814783,0.48695652173913045,8,2,0.0,1,4,2,7,中价值
8583,15637947,Wei,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0,30-40岁,高余额,一般,0.6169766995253111,0.1391304347826087,9,1,134446.04,1,2,4,7,中价值
8584,15715888,Allardyce,591,France,Female,38,2,142289.28,1,0,1,119638.85,0,30-40岁,高余额,较差,0.6149011867542813,0.16521739130434784,8,1,142289.28,1,2,4,7,中价值
8585,15732967,Cremonesi,731,France,Male,19,6,0.0,2,1,1,151581.79,0,<30岁,无余额,良好,0.4853812345344185,0.08260869565217392,4,2,0.0,3,4,2,9,高价值
8586,15737047,Weatherford,754,France,Female,45,6,0.0,1,1,0,73881.68,1,40-50岁,无余额,良好,0.3769443341422578,0.4956521739130435,4,1,0.0,3,2,2,7,中价值
8587,15694039,Jen,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,40-50岁,高余额,一般,0.7323286287938204,0.5,1,2,149003.76,4,4,4,12,超高价值
8588,15649457,Macleod,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0,40-50岁,高余额,较差,0.4274763355002744,0.1782608695652174,8,2,131341.46,1,4,4,9,高价值
8589,15742809,Mironova,712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0,<30岁,中余额,良好,0.5593477852839102,0.4260869565217391,3,1,77919.78,3,2,2,7,中价值
8590,15637829,Sharpe,691,France,Female,34,7,0.0,2,0,1,161559.12,0,30-40岁,无余额,一般,0.48623014521816604,0.14782608695652175,3,2,0.0,3,4,2,9,高价值
8591,15633194,Osborne,771,France,Female,41,10,108309.0,4,1,1,137510.41,1,40-50岁,高余额,良好,0.6510651104346458,0.4782608695652174,0,4,108309.0,4,4,3,11,超高价值
8592,15611635,Chu,678,Spain,Female,39,6,0.0,1,0,1,185366.56,0,30-40岁,无余额,一般,0.5173544127141533,0.16956521739130437,4,1,0.0,3,2,2,7,中价值
8593,15638774,Chong,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0,30-40岁,无余额,良好,0.5271111937102952,0.47391304347826085,1,2,0.0,4,4,2,10,超高价值
8594,15722037,Alvarez,610,Germany,Male,36,7,115462.02,1,0,1,42581.04,0,30-40岁,高余额,一般,0.4632460370158659,0.1565217391304348,3,1,115462.02,3,2,3,8,高价值
8595,15672930,Palerma,722,Spain,Male,37,9,0.0,2,1,0,31921.95,0,30-40岁,无余额,良好,0.3027082548774422,0.4608695652173913,1,2,0.0,4,4,2,10,超高价值
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1,<30岁,高余额,良好,0.6169060591753337,0.4,5,1,122739.1,2,2,3,7,中价值
8597,15780966,Pritchard,709,France,Female,32,2,0.0,2,0,0,109681.29,0,30-40岁,无余额,良好,0.41476341537500633,0.4391304347826087,8,2,0.0,1,4,2,7,中价值
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,1,50-60岁,高余额,一般,0.5646870293537677,0.23043478260869565,7,2,113781.5,2,4,3,9,高价值
8599,15624424,Palerma,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0,40-50岁,无余额,一般,0.3930092473359351,0.21304347826086958,9,2,0.0,1,4,2,7,中价值
8600,15708713,Hill,633,France,Male,35,3,0.0,2,1,1,36249.76,0,30-40岁,无余额,一般,0.27778844926922197,0.15217391304347827,7,2,0.0,2,4,2,8,高价值
8601,15755405,Hudson,710,France,Male,43,9,128284.45,1,1,0,32996.89,1,40-50岁,高余额,良好,0.5046058404519882,0.48695652173913045,1,1,128284.45,4,2,4,10,超高价值
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,40-50岁,高余额,一般,0.7108345222612378,0.4956521739130435,2,1,120591.19,4,2,3,9,高价值
8603,15684348,Zhdanova,656,France,Male,63,8,0.0,2,0,1,57014.43,0,>60岁,无余额,一般,0.3170542724994695,0.2739130434782609,2,2,0.0,4,4,2,10,超高价值
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,159483.76,1,50-60岁,超高余额,较差,0.699898210418938,0.5565217391304348,8,1,166968.28,1,2,4,7,中价值
8605,15646942,Meng,786,Spain,Female,39,7,0.0,2,0,0,100929.59,0,30-40岁,无余额,良好,0.42881184234880176,0.46956521739130436,3,2,0.0,3,4,2,9,高价值
8606,15748920,Cherkasova,561,France,Female,49,8,0.0,2,1,1,12513.07,0,40-50岁,无余额,较差,0.21677031076368472,0.21304347826086958,2,2,0.0,4,4,2,10,超高价值
8607,15694581,Rawlings,807,Spain,Male,42,5,0.0,2,1,1,74900.9,0,40-50岁,无余额,优秀,0.39717910398136846,0.1826086956521739,5,2,0.0,2,4,2,8,高价值
8608,15643215,Jen,602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0,30-40岁,中余额,一般,0.5324044517077843,0.4652173913043478,8,2,71667.97,1,4,2,7,中价值
8609,15649060,Chien,727,Germany,Female,31,3,82729.47,2,1,0,60212.51,0,30-40岁,中余额,良好,0.4788037400354598,0.43478260869565216,7,2,82729.47,2,4,2,8,高价值
8610,15774258,Gorbunov,678,France,Male,40,1,0.0,2,1,1,187343.4,0,30-40岁,无余额,一般,0.5203197842121217,0.17391304347826086,9,2,0.0,1,4,2,7,中价值
8611,15731553,Lucas,730,France,Male,23,8,0.0,2,1,0,183284.53,0,<30岁,无余额,良好,0.5325841914597165,0.4,2,2,0.0,4,4,2,10,超高价值
8612,15617029,Young,596,Spain,Female,30,1,0.0,2,1,0,8125.39,0,<30岁,无余额,较差,0.22254148446569824,0.4304347826086956,9,2,0.0,1,4,2,7,中价值
8613,15780716,Colombo,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0,30-40岁,高余额,一般,0.6036138175648244,0.16956521739130437,7,2,129626.19,2,4,4,10,超高价值
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0,<30岁,高余额,一般,0.5685485345418589,0.41304347826086957,8,1,114035.39,1,2,3,6,中价值
8615,15809515,Lewis,797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0,30-40岁,超高余额,良好,0.5368168189921976,0.4391304347826087,9,1,151922.94,1,2,4,7,中价值
8616,15789924,Hussain,658,France,Female,39,4,0.0,1,1,1,147530.06,0,30-40岁,无余额,一般,0.45353870512590094,0.16956521739130437,6,1,0.0,2,2,2,6,中价值
8617,15725076,Anderson,653,Spain,Female,27,6,107751.68,2,1,1,33389.42,0,<30岁,高余额,一般,0.4523421738505924,0.1173913043478261,4,2,107751.68,3,4,3,10,超高价值
8618,15672481,Ulyanov,641,France,Male,37,6,0.0,2,1,0,45309.24,0,30-40岁,无余额,一般,0.29420170965487125,0.4608695652173913,4,2,0.0,3,4,2,9,高价值
8619,15574115,Shaw,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0,40-50岁,高余额,一般,0.44568460797468734,0.1782608695652174,4,2,101179.23,3,4,3,10,超高价值
8620,15661830,Lucciano,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0,30-40岁,无余额,良好,0.35443387112531904,0.1565217391304348,4,2,0.0,3,4,2,9,高价值
8621,15665879,Gordon,768,France,Female,40,8,0.0,2,0,1,69080.46,0,30-40岁,无余额,良好,0.37468340981385606,0.17391304347826086,2,2,0.0,4,4,2,10,超高价值
8622,15673820,Woodward,568,France,Male,33,7,0.0,2,1,0,143450.61,0,30-40岁,无余额,较差,0.4156545941539166,0.4434782608695652,3,2,0.0,3,4,2,9,高价值
8623,15747772,Cunningham,706,Germany,Male,36,9,58571.18,2,1,0,40774.01,0,30-40岁,中余额,良好,0.40371822435963295,0.4565217391304348,1,2,58571.18,4,4,2,10,超高价值
8624,15666197,Boni,430,Germany,Female,38,8,153058.64,1,1,0,99377.27,0,30-40岁,超高余额,很差,0.5448534422481439,0.4652173913043478,2,1,153058.64,4,2,4,10,超高价值
8625,15773639,Truscott,745,Germany,Male,35,4,98270.34,1,1,0,133617.43,0,30-40岁,中余额,良好,0.6200445877059977,0.45217391304347826,6,1,98270.34,2,2,3,7,中价值
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,101495.0,1,40-50岁,高余额,良好,0.6244081660176164,0.18695652173913047,9,1,130788.71,1,2,4,7,中价值
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1,30-40岁,中余额,一般,0.5689874098487845,0.17391304347826086,3,1,99165.84,3,2,3,8,高价值
8628,15777830,Hutchinson,639,France,Female,42,4,0.0,2,0,0,167682.37,0,40-50岁,无余额,一般,0.4770624244059811,0.4826086956521739,6,2,0.0,2,4,2,8,高价值
8629,15713890,Maclean,704,France,Male,44,3,0.0,2,0,1,152884.85,0,40-50岁,无余额,良好,0.47780648626506,0.19130434782608696,7,2,0.0,2,4,2,8,高价值
8630,15577598,Chiang,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,0,<30岁,高余额,一般,0.5197253756430718,0.4,6,2,115636.05,2,4,3,9,高价值
8631,15786042,Willmore,706,Germany,Female,44,2,185932.18,2,1,0,65413.41,0,40-50岁,超高余额,良好,0.6437268919218728,0.49130434782608695,8,2,185932.18,1,4,4,9,高价值
8632,15753462,Godson,632,Germany,Male,30,2,72549.0,2,0,1,182728.8,0,<30岁,中余额,一般,0.6128252270557389,0.13043478260869565,8,2,72549.0,1,4,2,7,中价值
8633,15759690,Smith,751,France,Male,42,4,0.0,2,1,1,81442.6,0,40-50岁,无余额,良好,0.38722731706476865,0.1826086956521739,6,2,0.0,2,4,2,8,高价值
8634,15801414,Bitter,767,France,Female,35,2,0.0,2,0,0,144251.38,0,30-40岁,无余额,良好,0.4870910884366899,0.45217391304347826,8,2,0.0,1,4,2,7,中价值
8635,15656141,Ts'ao,741,France,Male,39,5,0.0,1,0,1,40207.06,0,30-40岁,无余额,良好,0.32184226952815775,0.16956521739130437,5,1,0.0,2,2,2,6,中价值
8636,15608701,Chialuka,651,Germany,Male,29,3,121890.06,1,1,0,54530.51,1,<30岁,高余额,一般,0.5058895535441631,0.4260869565217391,7,1,121890.06,2,2,3,7,中价值
8637,15582892,Scott,601,France,Male,46,2,99786.07,1,1,1,32683.88,1,40-50岁,中余额,一般,0.4202315275363326,0.2,8,1,99786.07,1,2,3,6,中价值
8638,15632967,Feng,520,France,Male,34,3,0.0,2,1,1,104703.96,0,30-40岁,无余额,较差,0.34059125729009765,0.14782608695652175,7,2,0.0,2,4,2,8,高价值
8639,15587573,Castiglione,626,Germany,Male,27,4,115084.53,2,0,1,26907.43,0,<30岁,高余额,一般,0.4447799747759705,0.1173913043478261,6,2,115084.53,2,4,3,9,高价值
8640,15654891,He,811,France,Male,30,6,0.0,2,1,1,180591.32,0,<30岁,无余额,优秀,0.5571324598510785,0.13043478260869565,4,2,0.0,3,4,2,9,高价值
8641,15611365,Fanucci,730,France,Female,32,9,127661.69,1,0,0,60905.51,0,30-40岁,高余额,良好,0.5525363187589655,0.4391304347826087,1,1,127661.69,4,2,4,10,超高价值
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1,40-50岁,高余额,一般,0.47441604249658703,0.20434782608695656,6,1,118907.6,2,2,3,7,中价值
8643,15810203,Manning,499,Germany,Female,44,6,77627.33,2,1,0,108222.68,0,40-50岁,中余额,很差,0.4622169116611107,0.49130434782608695,4,2,77627.33,3,4,2,9,高价值
8644,15813660,Forlonge,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0,30-40岁,超高余额,良好,0.5275301317800485,0.17391304347826086,8,1,160625.17,1,2,4,7,中价值
8645,15605673,Liang,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0,<30岁,无余额,良好,0.3706356965139536,0.4260869565217391,2,2,0.0,4,4,2,10,超高价值
8646,15669282,Uchechukwu,636,France,Female,20,10,124266.86,1,0,0,100566.81,0,<30岁,高余额,一般,0.5734417500287466,0.3869565217391304,0,1,124266.86,4,2,3,9,高价值
8647,15792726,Sung,470,France,Female,25,8,127974.06,2,1,1,183259.35,0,<30岁,高余额,很差,0.6448072768866313,0.10869565217391304,2,2,127974.06,4,4,4,12,超高价值
8648,15593241,Tochukwu,444,France,Male,43,3,0.0,2,1,1,159131.21,0,40-50岁,无余额,很差,0.3954116726906578,0.18695652173913047,7,2,0.0,2,4,2,8,高价值
8649,15683053,Reyna,809,Spain,Female,48,2,0.0,1,1,0,160976.85,1,40-50岁,无余额,优秀,0.5270037662004327,0.508695652173913,8,1,0.0,1,2,2,5,中价值
8650,15632736,Liang,850,Germany,Female,30,3,104911.35,2,1,1,42933.26,0,<30岁,高余额,优秀,0.5316596230512858,0.13043478260869565,7,2,104911.35,2,4,3,9,高价值
8651,15731865,Unwin,637,France,Male,27,1,0.0,2,1,0,91291.2,0,<30岁,无余额,一般,0.3617654784290477,0.4173913043478261,9,2,0.0,1,4,2,7,中价值
8652,15760450,Rutherford,512,France,Male,43,1,0.0,2,1,1,52471.36,0,40-50岁,无余额,较差,0.2594158818489222,0.18695652173913047,9,2,0.0,1,4,2,7,中价值
8653,15787204,Howe,774,Spain,Female,43,1,110646.54,1,0,0,108804.28,0,40-50岁,高余额,良好,0.612789796314084,0.48695652173913045,9,1,110646.54,1,2,3,6,中价值
8654,15650454,Tran,641,France,Male,57,5,0.0,2,1,1,122449.18,0,50-60岁,无余额,一般,0.4099159705110794,0.24782608695652175,5,2,0.0,2,4,2,8,高价值
8655,15573730,Thompson,586,Germany,Male,42,6,126704.49,2,1,0,41682.3,0,40-50岁,高余额,较差,0.4713508521949807,0.4826086956521739,4,2,126704.49,3,4,3,10,超高价值
8656,15705050,Linger,611,France,Male,30,9,0.0,2,1,1,148887.69,0,<30岁,无余额,一般,0.4389869914049945,0.13043478260869565,1,2,0.0,4,4,2,10,超高价值
8657,15791342,Johnston,660,Spain,Male,31,1,84560.04,1,1,1,137784.25,0,30-40岁,中余额,一般,0.5744370943787217,0.13478260869565217,9,1,84560.04,1,2,2,5,中价值
8658,15684316,Udokamma,532,France,Male,43,9,0.0,2,0,0,190573.91,1,40-50岁,无余额,较差,0.4736363196550307,0.48695652173913045,1,2,0.0,4,4,2,10,超高价值
8659,15700540,Barrera,557,Germany,Female,38,2,129893.56,1,0,0,102076.03,0,30-40岁,高余额,较差,0.5567938069642462,0.4652173913043478,8,1,129893.56,1,2,4,7,中价值
8660,15770631,Sutherland,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0,<30岁,超高余额,良好,0.6089701433692856,0.10869565217391304,5,1,167385.81,2,2,4,8,高价值
8661,15790594,Bednall,535,France,Female,27,6,0.0,2,0,1,49775.58,0,<30岁,无余额,较差,0.26348970686003675,0.1173913043478261,4,2,0.0,3,4,2,9,高价值
8662,15604020,Otoole,773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0,30-40岁,高余额,良好,0.4481846141269136,0.1565217391304348,6,1,105858.71,2,2,3,7,中价值
8663,15637599,Cremonesi,510,Germany,Female,44,4,123070.89,1,1,0,28461.29,1,40-50岁,高余额,较差,0.41890211245078063,0.49130434782608695,6,1,123070.89,2,2,3,7,中价值
8664,15736578,Hamilton,539,France,Male,39,1,0.0,1,1,1,28184.7,0,30-40岁,无余额,较差,0.23251393379449892,0.16956521739130437,9,1,0.0,1,2,2,5,中价值
8665,15666332,Donaldson,690,Spain,Female,48,2,0.0,2,1,1,3149.1,0,40-50岁,无余额,一般,0.24825323938062424,0.20869565217391306,8,2,0.0,1,4,2,7,中价值
8666,15727291,McKay,821,France,Female,40,1,0.0,2,1,0,194273.12,0,30-40岁,无余额,优秀,0.5811853432983197,0.47391304347826085,9,2,0.0,1,4,2,7,中价值
8667,15785920,Black,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0,30-40岁,高余额,一般,0.6647938459024066,0.15217391304347827,9,2,125141.24,1,4,3,8,高价值
8668,15658987,Kane,557,France,Female,46,4,96173.17,2,1,1,116378.31,0,40-50岁,中余额,较差,0.5244885331224599,0.2,6,2,96173.17,2,4,2,8,高价值
8669,15687719,She,532,Spain,Female,37,5,0.0,2,0,1,6761.84,0,30-40岁,无余额,较差,0.1979078472644689,0.16086956521739132,5,2,0.0,2,4,2,8,高价值
8670,15799641,Bruno,540,Spain,Male,39,2,0.0,2,1,0,81995.92,0,30-40岁,无余额,较差,0.313586740037896,0.46956521739130436,8,2,0.0,1,4,2,7,中价值
8671,15758702,Watson,705,France,Female,55,8,0.0,2,1,1,14392.68,0,50-60岁,无余额,良好,0.27041336118943954,0.2391304347826087,2,2,0.0,4,4,2,10,超高价值
8672,15689526,Shih,542,Germany,Female,35,9,127543.11,2,1,0,468.94,1,30-40岁,高余额,较差,0.39533606496337087,0.45217391304347826,1,2,127543.11,4,4,3,11,超高价值
8673,15586848,Rose,706,France,Male,38,1,0.0,2,1,0,122379.54,0,30-40岁,无余额,良好,0.43275268305382397,0.4652173913043478,9,2,0.0,1,4,2,7,中价值
8674,15707637,Zikoranachukwudimma,765,France,Female,56,1,0.0,1,1,0,13228.93,1,50-60岁,无余额,良好,0.28984414113970686,0.5434782608695652,9,1,0.0,1,2,2,5,中价值
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02,1,>60岁,高余额,较差,0.5820896109504351,0.291304347826087,2,2,103101.56,4,4,3,11,超高价值
8676,15639265,Isaacs,714,France,Male,54,7,126113.28,1,1,0,112777.38,0,50-60岁,高余额,良好,0.6222314026754943,0.5347826086956522,3,1,126113.28,3,2,3,8,高价值
8677,15576124,Muravyova,582,France,Male,41,1,40488.76,1,1,0,128528.83,0,40-50岁,低余额,较差,0.46276238770413247,0.4782608695652174,9,1,40488.76,1,2,2,5,中价值
8678,15757829,Timperley,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0,30-40岁,高余额,一般,0.6891708747825154,0.47391304347826085,0,2,137389.77,4,4,4,12,超高价值
8679,15633227,Kenechukwu,518,France,Female,28,9,85146.36,1,0,0,2803.89,0,<30岁,中余额,较差,0.3227760481683621,0.4217391304347826,1,1,85146.36,4,2,2,8,高价值
8680,15753092,He,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1,30-40岁,高余额,良好,0.7590462946830336,0.15217391304347827,5,1,129828.58,2,2,4,8,高价值
8681,15782939,Storey,747,France,Male,42,4,80214.36,1,1,0,115241.96,1,40-50岁,中余额,良好,0.5644000708851463,0.4826086956521739,6,1,80214.36,2,2,2,6,中价值
8682,15746338,Onyekachukwu,565,France,Female,40,2,0.0,2,1,1,129956.13,0,30-40岁,无余额,较差,0.3943532895072148,0.17391304347826086,8,2,0.0,1,4,2,7,中价值
8683,15590676,Kharlamova,735,France,Male,34,1,141796.43,1,1,0,45858.49,0,30-40岁,高余额,良好,0.5542642774486961,0.4478260869565217,9,1,141796.43,1,2,4,7,中价值
8684,15599329,Christopher,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,40-50岁,超高余额,一般,0.7538958282991505,0.5130434782608696,3,4,195238.29,3,4,4,11,超高价值
8685,15783097,Lombardo,813,Germany,Male,27,6,111348.15,1,1,0,46422.46,0,<30岁,高余额,优秀,0.5340968114674192,0.4173913043478261,4,1,111348.15,3,2,3,8,高价值
8686,15597885,Kerr,772,France,Male,43,6,0.0,2,1,1,57675.88,0,40-50岁,无余额,良好,0.35898766127724047,0.18695652173913047,4,2,0.0,3,4,2,9,高价值
8687,15597467,Duncan,606,France,Female,71,8,0.0,2,1,1,169741.96,0,>60岁,无余额,一般,0.46850486674769554,0.30869565217391304,2,2,0.0,4,4,2,10,超高价值
8688,15724764,Lawley,667,Germany,Female,42,10,64404.26,2,0,0,26022.37,0,40-50岁,中余额,一般,0.37712474722705386,0.4826086956521739,0,2,64404.26,4,4,2,10,超高价值
8689,15778418,Burns,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1,30-40岁,超高余额,一般,0.6588435478998944,0.17391304347826086,1,1,154309.67,4,2,4,10,超高价值
8690,15684769,Whitson,542,France,Male,67,10,129431.36,1,0,1,21343.74,0,>60岁,高余额,较差,0.42965982795750635,0.291304347826087,0,1,129431.36,4,2,4,10,超高价值
8691,15756167,Doyne,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0,40-50岁,高余额,良好,0.6928644409008755,0.18695652173913047,5,1,134204.67,2,2,4,8,高价值
8692,15632439,Pinto,698,France,Female,39,4,0.0,2,0,1,47455.82,0,30-40岁,无余额,一般,0.3175393477853591,0.16956521739130437,6,2,0.0,2,4,2,8,高价值
8693,15755138,Chin,850,France,Female,32,8,0.0,2,1,1,55593.8,0,30-40岁,无余额,优秀,0.3833938356082188,0.1391304347826087,2,2,0.0,4,4,2,10,超高价值
8694,15659092,Davide,621,France,Female,50,5,0.0,2,1,0,191756.54,1,40-50岁,无余额,一般,0.5068220960637532,0.5173913043478261,5,2,0.0,2,4,2,8,高价值
8695,15742116,Torres,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0,40-50岁,高余额,一般,0.5374571752360391,0.508695652173913,1,2,116711.06,4,4,3,11,超高价值
